개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,점포구분명,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3050000,2010305010007500001,2010-07-23,,영업/정상,,,,,40346.6,130-851,,롯데백화점 청량리역사점,복합쇼핑몰,I,2026-01-22 22:18:10,서울특별시 동대문구 왕산로 214 (전농동),정상영업,1,01,0237072903,대규모점포,204081.282117393    ,453187.395154017    ,서울특별시 동대문구 전농1동 591번지 53호,2026-01-21 10:16:18
3050000,2010305010007500002,2010-08-11,,영업/정상,,,,,10910.6,130-851,,롯데쇼핑(주)롯데마트 청량리점,대형마트,I,2026-01-14 22:18:10,서울특별시 동대문구 왕산로 214 (전농동),정상영업,1,01,0237064710,대규모점포,204081.282117393    ,453187.395154017    ,서울특별시 동대문구 전농1동 591번지 53호,2026-01-13 11:03:56
3050000,2011305010007500001,2011-03-15,,영업/정상,,,,,5746.45,130-100,,장안위더스빌,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 동대문구 한천로 42 (장안동),정상영업,1,01,028403210,대규모점포,,,서울특별시 동대문구 장안동 580번지,2014-10-29 16:21:25
3050000,2011305014007500001,2021-08-26,,영업/정상,,,,,2260.6,130-080,,이마트에브리데이 이문점,복합쇼핑몰,I,2025-12-15 16:15:28,서울특별시 동대문구 이문로 136 (이문동),정상영업,1,01,029591234,준대규모점포,205396.363734301    ,455131.683241064    ,서울특별시 동대문구 이문동 292번지 10호,2024-07-23 15:04:40
3050000,2011305014007500002,2011-09-07,,영업/정상,,,,,1701.2,130-020,,롯데쇼핑(주) 롯데슈퍼 전농점,구분없음,I,2026-01-14 22:18:10,"서울특별시 동대문구 사가정로 148 (전농동, SK아파트)",정상영업,1,01,0222487800,준대규모점포,,,서울특별시 동대문구 전농동 10번지 외7필지 전농sk아파트 주상가동,2026-01-13 11:01:41
3050000,2011305014007500003,2011-09-07,,영업/정상,,,,,769.5,130-835,,롯데쇼핑(주) 롯데슈퍼 장안점,복합쇼핑몰,I,2026-01-14 22:18:10,서울특별시 동대문구 한천로46길 42 (장안동),정상영업,1,01,0222425611,준대규모점포,206176.178625746    ,453248.09724644     ,서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,2026-01-13 11:00:17
3050000,2011305014007500004,2011-09-26,,영업/정상,,,,,967.51,130-031,,이마트에브리데이 답십리점,구분없음,I,2025-12-15 16:15:28,서울특별시 동대문구 고미술로 49 (답십리동),정상영업,1,01,0222467292,준대규모점포,204638.486386691    ,451699.765836365    ,서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호,2024-07-23 15:23:57
3050000,2011305014007500006,2011-12-28,,영업/정상,,,,,1478.96,130-100,,노브랜드 동대문 장안점,대형마트,I,2025-12-15 16:15:28,서울특별시 동대문구 한천로 42 (장안동),정상영업,1,01,0269082123,준대규모점포,,,서울특별시 동대문구 장안동 580번지,2024-04-30 16:41:33
3050000,2013305014007500002,2013-11-27,,영업/정상,,,,,3824.55,130-050,,베라체캠퍼스 에비뉴,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 동대문구  이문로  37 (회기동),정상영업,1,01,029572116,대규모점포,204881.313219146    ,454280.040555974    ,서울특별시 동대문구 회기동 346번지 18호,2022-04-06 11:28:46
3050000,2014305014007500001,2008-08-06,,영업/정상,,,,,2448,130-813,,서울풍물시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 동대문구 천호대로4길 21 (신설동),정상영업,1,01,22382600,대규모점포,202186.468072494    ,452282.607415166    ,서울특별시 동대문구 신설동 109번지 5호,2024-01-19 17:46:11
3050000,2014305014007500002,2009-03-20,,영업/정상,,,,,8286.24,130-826,,이문동웰츠타워,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 동대문구 이문로 136 (이문동),정상영업,1,01,,대규모점포,205396.363734301    ,455131.683241064    ,서울특별시 동대문구 이문동 292번지 10호,2014-09-26 13:26:40
3050000,2018305014007500001,2018-01-25,,영업/정상,,,,,441.1,,02571,노브랜드 경동시장점,구분없음,I,2025-12-15 16:15:28,"서울특별시 동대문구 고산자로36길 3, 2층 (제기동)",정상영업,1,01,023809461,준대규모점포,,,서울특별시 동대문구 제기동 1019번지 신관 2층,2024-04-30 16:41:21
3050000,2022305014007500001,2022-07-11,,영업/정상,,,,,22487.6,,02561,청량리역 한양수자인 그라시엘 판매시설,그 밖의 대규모점포,I,2025-12-15 16:15:28,"서울특별시 동대문구 고산자로32길 78 (용두동, 청량리역한양수자인그라시엘)",정상영업,1,01,027218286,대규모점포,203728.022004023    ,452778.965235022    ,서울특별시 동대문구 용두동 39-1 청량리역한양수자인그라시엘,2023-06-29 10:04:00
3050000,2023305021007500002,2023-03-14,,영업/정상,,,,,307.23,,02523,GS THE FRESH 동대문장안점,구분없음,I,2025-12-15 16:15:28,"서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)",정상영업,1,01,0220062364,준대규모점포,206341.538776724    ,452530.018811546    ,서울특별시 동대문구 장안동 310-8 희헌빌딩,2025-04-14 18:21:53
3050000,2025305021007500001,2025-01-20,,영업/정상,,,,,216,,02404,GS THE FRESH 이문라그란데점,복합쇼핑몰,I,2025-12-15 16:15:28,"서울특별시 동대문구 이문로35길 12, F동 101~4호 (이문동, 래미안라그란데아파트)",정상영업,1,01,0220062364,준대규모점포,205249.265435832    ,455308.651763587    ,서울특별시 동대문구 이문동 257-42 래미안라그란데아파트 F동 101~4호,2025-04-17 17:27:34
3050000,2025305021007500002,2025-06-23,,영업/정상,,,,,154.46,,02431,이마트에브리데이 휘경자이점,구분없음,I,2026-01-01 02:40:00,"서울특별시 동대문구 외대역동로 63-27, 상가동 201~203호 (휘경동, 휘경자이디센시아)",정상영업,1,01,024787114,준대규모점포,,,서울특별시 동대문구 휘경동 172 휘경자이디센시아,2025-12-30 10:06:37
3050000,2000305008207500002,1963-01-31,,폐업,2015-07-24,,,,1576.4,130-860,,제기시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 동대문구 제기로 18 (제기동),폐업처리,3,03,0209282608,대규모점포,202996.738772654    ,453770.441750111    ,서울특별시 동대문구 제기동 135번지 90호,2015-07-24 11:13:07
3060000,2010306009507500001,2000-05-03,,폐업,2024-05-14,,,,9961.6,131-230,,주식회사 이마트 상봉점,대형마트,I,2025-12-15 16:15:28,서울특별시 중랑구 상봉로 118 (망우동),폐업처리,3,03,024901052,대규모점포,208183.558935157    ,454911.24852306     ,서울특별시 중랑구 망우동 506번지 1호,2024-05-14 10:35:54
3060000,2021306017507500001,2021-11-25,,영업/정상,,,,,1150.47,,02024,롯데프레시앤델리 봉화산역점,그 밖의 대규모점포,I,2026-02-07 22:48:10,"서울특별시 중랑구 신내로 211, 금강리빙스텔 비01호 (신내동)",정상영업,1,01,0222905704,준대규모점포,,,서울특별시 중랑구 신내동 646 금강리빙스텔,2026-02-06 13:11:52
3060000,2012306009507500002,1995-08-23,,폐업,2012-11-08,,,,11554.5,,,한남프라자,시장,I,2025-12-15 16:15:28,서울특별시 중랑구 면목로 470 (상봉동),폐업처리,3,03,024390011,대규모점포,,,,2013-06-19 10:20:42
3060000,2023306020207500001,2023-04-04,,영업/정상,,,,,151.47,,02063,GS THE FRESH 중랑망우점,그 밖의 대규모점포,I,2025-12-15 16:15:28,"서울특별시 중랑구 양원역로 18, 103~106호 (망우동, 중랑숲금호어울림)",정상영업,1,01,,준대규모점포,,,서울특별시 중랑구 망우동 580 중랑숲금호어울림,2025-04-16 20:03:21
3060000,2024306020207500001,2024-02-08,,영업/정상,,,,,258.45,,02071,GS THE FRESH 신내점,그 밖의 대규모점포,I,2025-12-15 16:15:28,"서울특별시 중랑구 봉화산로56길 153, 대명프라자 (신내동)",정상영업,1,01,024343043,준대규모점포,208481.612667873    ,455496.980508789    ,서울특별시 중랑구 신내동 502-5 대명프라자,2024-02-13 14:17:38
3060000,2025306021507500001,2025-11-25,,영업/정상,,,,,183.97,,02016,이마트에브리데이 중화리버센SK점,대형마트,I,2025-12-25 02:40:00,"서울특별시 중랑구 중랑천로 200, 102,105,404호 (중화동, 리버센 SK VIEW 롯데캐슬)",정상영업,1,01,,준대규모점포,206612.198807103    ,455630.425418005    ,서울특별시 중랑구 중화동 331-1 리버센 SK VIEW 롯데캐슬,2025-12-23 10:29:28
3060000,2005306007507500001,2001-04-18,,영업/정상,,,,,9776.28,,,코스트코홀세일 상봉점,대형마트,I,2025-12-15 16:15:28,서울특별시 중랑구 망우로 336 (상봉동),정상영업,1,01,024391144,대규모점포,,,서울특별시 중랑구 상봉동 81호,2015-12-03 17:54:05
3060000,2006306009507500001,2006-08-28,,영업/정상,,,,,11101,131-132,,홈플러스 신내점,대형마트,I,2025-12-15 16:15:28,서울특별시 중랑구 신내로 201 (신내동),정상영업,1,01,0220248124,대규모점포,,,서울특별시 중랑구 신내2동 645번지,2024-03-04 14:56:59
3060000,2006306009507500002,2006-10-26,,영업/정상,,,,,8128.82,,,홈플러스(주)면목점,대형마트,I,2025-12-15 16:15:28,서울특별시 중랑구 사가정로 332 (면목동),정상영업,1,01,024372080,대규모점포,207090.86716546     ,453072.936040777    ,서울특별시 중랑구 면목동 168번지 2호,2024-05-22 09:57:55
3060000,2010306009507500002,2010-07-21,,영업/정상,,,,,5100.83,131-141,,주식회사 이마트 묵동점,대형마트,I,2025-12-15 16:15:28,서울특별시 중랑구 동일로 932 (묵동),정상영업,1,01,023809426,대규모점포,206777.731391054    ,456837.219624564    ,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,2024-04-18 13:11:10
3060000,2010306009507500003,2010-12-29,,영업/정상,,,,,22618.65,131-221,,홈플러스(주) 서울 상봉점,대형마트,I,2025-12-15 16:15:28,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",정상영업,1,01,0269228100,대규모점포,,,서울특별시 중랑구 상봉1동 500번지,2024-02-29 18:12:48
3060000,2010306009507500004,2010-07-21,,취소/말소/만료/정지/중지,,,,,5100.83,131-141,,신세계 이마트 묵동점,대형마트,I,2025-12-15 16:15:28,,직권취소,4,04,023809426,대규모점포,206777.731391054    ,456837.219624564    ,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,2013-05-31 09:30:58
3060000,2011306009507500001,2011-07-04,,영업/정상,,,,,466.1,131-122,,홈플러스(주) 익스프레스 태릉점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 중랑구 동일로129길 35 (중화동),정상영업,1,01,024918546,준대규모점포,206771.217305763    ,455221.989517331    ,서울특별시 중랑구 중화2동 314번지 1호,2024-04-15 15:31:33
3060000,2011306009507500002,2011-08-09,,영업/정상,,,,,361.1,131-812,,홈플러스(주)익스프레스 면목점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 중랑구 면목로 357 (면목동),정상영업,1,01,024938545,준대규모점포,207708.364765906    ,453525.741161528    ,서울특별시 중랑구 면목3.8동 499번지 4호,2024-04-15 15:27:32
3060000,2011306009507500003,2011-08-09,,영업/정상,,,,,364.6,131-233,,홈플러스(주)익스프레스 망우점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 중랑구 용마산로 494 (망우동),정상영업,1,01,024348546,준대규모점포,208781.999418607    ,454740.62692431     ,서울특별시 중랑구 망우3동 410번지 1호,2024-04-15 15:27:19
3060000,2011306009507500004,2012-01-06,,영업/정상,,,,,1440.66,131-828,,(주)이마트에브리데이 면목동점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 중랑구 면목로39길 11 (면목동),정상영업,1,01,023805042,준대규모점포,,,서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층,2024-08-06 11:26:39
3060000,2011306009507500006,2001-03-28,,영업/정상,,,,,4136,131-867,,동성타워프라자,복합쇼핑몰,I,2025-12-15 16:15:28,서울특별시 중랑구 봉화산로 221 (신내동),정상영업,1,01,34232975,대규모점포,,,서울특별시 중랑구 신내1동 786번지 동성타워프라자,2012-11-05 14:23:19
3060000,2012306009507500001,1975-09-09,,영업/정상,,,,1975-09-09,0,131-883,,태능엔터피아 번영회,시장,I,2025-12-15 16:15:28,서울특별시 중랑구 동일로129길 35 (중화동),정상영업,1,01,024328637,대규모점포,206771.217305763    ,455221.989517331    ,서울특별시 중랑구 중화2동 314번지 1호,2012-01-31 13:45:02
3060000,2013306009507500001,2013-11-28,,영업/정상,,,,,21844.34,,,이노시티,복합쇼핑몰,I,2025-12-15 16:15:28,"서울특별시 중랑구 망우로 353-0 (상봉동, 프레미어스 엠코)",정상영업,1,01,0222079991,대규모점포,,,,2024-06-18 15:25:21
3060000,2014306009507500001,1971-12-10,,영업/정상,,,,,1558.54,,,동원,시장,I,2025-12-15 16:15:28,서울특별시 중랑구 면목로74길 45 (면목동),정상영업,1,01,024390026,대규모점포,,,,2014-03-18 17:25:09
3060000,2011306009507500005,2011-10-07,,폐업,2021-03-31,,,,427.5,131-222,,롯데쇼핑(주)롯데슈퍼 상봉점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 중랑구 망우로32길 23 (상봉동),폐업처리,3,03,024345602,준대규모점포,206740.95977172     ,454517.575326381    ,서울특별시 중랑구 상봉2동 129번지 9호,2021-06-08 20:27:06
3070000,1968307009907500001,1968-08-14,,폐업,2008-04-22,,,,3583.4,,,장석시장,시장,I,2025-12-15 16:15:28,,폐업처리,3,03,029151254,,205020.608686581    ,456783.766604012    ,서울특별시 성북구 장위동 60번지 1호,2008-10-07 11:10:31
3070000,2025307029907500001,2025-01-15,,영업/정상,,,,,329,,02871,GS더프레시 보문역사거리점,구분없음,I,2025-12-15 16:15:28,"서울특별시 성북구 보문로 121, 신한은행보문동지점 1층 일부 (보문동2가)",영업개시전,5,01,0220062364,준대규모점포,,,서울특별시 성북구 보문동2가 79 신한은행보문동지점,2025-05-12 10:39:29
3070000,2000307009907500003,1999-12-07,,폐업,2008-01-07,,,,1845,,,돈암시장,시장,I,2025-12-15 16:15:28,,폐업처리,3,03,,,,,서울특별시 성북구 삼선동5가 55번지 1  호,2008-10-07 11:00:47
3070000,2000307009907500006,1969-02-19,,폐업,2008-02-22,,,,2597,,,월곡시장,시장,I,2025-12-15 16:15:28,,폐업처리,3,03,029132982,,,,서울특별시 성북구 하월곡동 16번지 1 호,2008-10-07 11:05:21
3070000,2000307009907500008,1970-02-27,,폐업,2007-03-30,,,,1426.32,,,정릉시장,시장,I,2025-12-15 16:15:28,,폐업처리,3,03,029144851,,200741.814526594    ,456247.253686235    ,서울특별시 성북구 정릉동 405번지 1  호,2008-10-07 10:55:58
3070000,2000307009907500010,1972-07-04,,폐업,2018-07-12,,,,0,,,장위시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,폐업처리,3,03,029158881,,204411.779055457    ,456753.488817165    ,서울특별시 성북구 장위동 238번지 496 호,2018-08-30 13:50:46
3070000,2000307009907500012,1974-05-10,,폐업,2007-02-13,,,,1497,,,삼선시장,시장,I,2025-12-15 16:15:28,,폐업처리,3,03,027646480,,,,서울특별시 성북구 삼선동1가 29호,2008-10-07 10:47:44
3070000,2003307009907532101,2003-12-24,,폐업,2008-07-29,,,,2986,,,코코마트,시장,I,2025-12-15 16:15:28,,폐업처리,3,03,029434044,,204367.347787613    ,456732.945005445    ,서울특별시 성북구 장위동 68번지 1014호,2008-10-07 10:26:51
3070000,2008307013407500001,2008-06-20,,폐업,2025-08-08,,,,3583,136-143,,삼익아파트상가,그 밖의 대규모점포,I,2025-12-15 16:15:28,,폐업처리,3,03,,준대규모점포,205020.608686581    ,456783.766604012    ,서울특별시 성북구 장위동 60번지 1호,2025-08-11 14:53:11
3070000,2011307005007500001,2011-09-21,,폐업,2022-02-23,,,,739,,02846,롯데쇼핑(주)롯데슈퍼동소문점,그 밖의 대규모점포,I,2025-12-15 16:15:28,"서울특별시 성북구 동소문로 98, 메디컬센터빌딩 (동소문동5가)",폐업처리,3,03,22905853,준대규모점포,,,서울특별시 성북구 동소문동5가 75 메디컬센터빌딩,2025-08-14 14:51:09
3070000,2012307018907500002,2012-04-12,,폐업,2020-06-30,,,,198,136-111,,GS수퍼마켓 길음점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 성북구 길음로 103 (길음동),폐업처리,3,03,029412227,준대규모점포,201517.385329678    ,456504.561867278    ,서울특별시 성북구 길음1동 1280번지 6호,2025-08-14 14:56:07
3070000,2012307018907500003,2012-04-20,,폐업,2024-04-08,,,,80.49,136-131,,롯데슈퍼하월곡점,그 밖의 대규모점포,I,2025-12-15 16:15:28,,폐업처리,3,03,,준대규모점포,203353.798850162    ,455765.417145198    ,서울특별시 성북구 월곡1동 62번지 1호,2025-08-14 14:49:06
3070000,2012307018907500008,2017-04-27,,폐업,2022-02-23,,,,739,136-035,,롯데마이슈퍼 동소문점,구분없음,I,2025-12-15 16:15:28,서울특별시 성북구 동소문로 98 (동소문동5가),폐업처리,3,03,029235601,준대규모점포,,,서울특별시 성북구 동소문동5가 75번지,2022-02-23 16:55:24
3070000,2012307018907500009,2017-04-27,,폐업,2024-04-08,,,,80.49,136-111,,롯데마켓999 하월곡점,구분없음,I,2025-12-15 16:15:28,서울특별시 성북구 오패산로4길 17 (하월곡동),폐업처리,3,03,029185651,준대규모점포,201621.331749529    ,456272.261670237    ,서울특별시 성북구 길음1동 1285번지 7호,2024-04-17 13:37:54
3070000,2012307018907500010,2012-05-21,,폐업,2022-02-23,,,,292.56,136-110,,롯데마이슈퍼 길음점,구분없음,I,2025-12-15 16:15:28,"서울특별시 성북구 길음로13길 22 (길음동, 길음뉴타운7단지두산위브아파트)",폐업처리,3,03,029415610,준대규모점포,,,서울특별시 성북구 길음동 1274번지 67호,2022-02-23 16:54:36
3070000,2023307029907500003,2023-06-08,,폐업,2024-04-08,,,,80.49,,02751,롯데마켓 999 하월곡점,구분없음,I,2025-12-15 16:15:28,서울특별시 성북구 오패산로4길 17 (하월곡동),폐업처리,3,03,029185651,준대규모점포,203353.798850162    ,455765.417145198    ,서울특별시 성북구 하월곡동 62-1,2025-01-22 17:55:54
3070000,1998000000007500002,1998-05-22,,휴업,,,,,,,,코코마트,그 밖의 대규모점포,I,2025-12-15 16:15:28,,휴업처리,2,02,029434044,,204367.347787613    ,456732.945005445    ,서울특별시 성북구 장위동 68번지 1014호   ,2007-07-07 10:47:37
3070000,2000307009907500001,1961-12-04,,영업/정상,,,,,,,,보문시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,정상영업,1,01,,,,,서울특별시 성북구 보문동4가 1번지 1   호   ,2007-07-07 10:47:37
3070000,2000307009907500004,1999-02-25,,영업/정상,,,,,,,,미아시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,정상영업,1,01,029135724,,,,서울특별시 성북구 하월곡동 88번지 345호   ,2007-07-07 10:47:37
3070000,2000307009907500007,1999-01-21,,영업/정상,,,,,,,,석관시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,정상영업,1,01,029675571,,,,서울특별시 성북구 석관동 270호   ,2007-07-07 10:47:37
3070000,2000307009907500009,1971-05-22,,영업/정상,,,,,,,,새석관시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,정상영업,1,01,029620580,,204582.680269555    ,456210.836257791    ,서울특별시 성북구 석관동 338번지 18호   ,2007-07-07 10:47:37
3070000,2000307009907500011,1972-09-30,,영업/정상,,,,,,,,번동시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,정상영업,1,01,029157301,,,,서울특별시 성북구 장위동 301호   ,2007-07-07 10:47:37
3070000,2000307009907500013,1988-08-11,,영업/정상,,,,,,,,길음시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,정상영업,1,01,029127001,,,,서울특별시 성북구 길음동 540번지 2   호   ,2016-06-17 11:44:50
3070000,2000307009907500014,1994-04-29,,휴업,,,,,,,,코코마트,그 밖의 대규모점포,I,2025-12-15 16:15:28,,휴업처리,2,02,029434044,,204367.347787613    ,456732.945005445    ,서울특별시 성북구 장위동 68번지 1014호   ,2007-07-07 10:47:37
3070000,2000307009907500015,1995-11-16,,영업/정상,,,,,,,,동소문스카이프라자,그 밖의 대규모점포,I,2025-12-15 16:15:28,,정상영업,1,01,029266405,,,,서울특별시 성북구 돈암동 609번지 1  호   ,2007-07-07 10:47:37
3070000,2000307009907500016,1988-05-14,,휴업,,,,,10006,,,신세계백화점 미아점,백화점,I,2025-12-15 16:15:28,,휴업처리,2,02,029620580,,202555.30089577     ,456503.066230481    ,서울특별시 성북구 길음동 25번지 2호   ,2007-07-07 10:47:37
3070000,2001307013407500001,2001-08-11,,영업/정상,,,,,36583,,,현대백화점 미아점,백화점,I,2025-12-15 16:15:28,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",정상영업,1,01,0221173014,대규모점포,202466.801084521    ,456227.571720914    ,서울특별시 성북구 길음동 20번지 1호,2024-04-08 17:44:03
3070000,2003307009907500001,2003-02-10,,영업/정상,,,,2003-02-10,2973.4,136-802,,길음시장,시장,I,2025-12-15 16:15:28,서울특별시 성북구 동소문로 227 (길음동),정상영업,1,01,029436563,대규모점포,201852.588541848    ,455598.947533777    ,서울특별시 성북구 길음동 535번지 8호,2017-04-20 18:08:30
3070000,2003307009907500002,2003-02-10,,휴업,,,,,6058.38,,,길음시장,그 밖의 대규모점포,I,2025-12-15 16:15:28,,휴업처리,2,02,029436563,,201876.521665604    ,455664.635302013    ,서울특별시 성북구 길음동 540번지 2호   ,2007-07-07 10:47:37
3070000,2004307009907500001,2008-05-29,,영업/정상,,,,,10006,,,신세계이마트미아점,대형마트,I,2025-12-15 16:15:28,,정상영업,1,01,0203805234,,202555.30089577     ,456503.066230481    ,서울특별시 성북구 길음동 25번지 2호,2008-06-01 10:57:11
3070000,2004307018907500001,2004-09-22,,영업/정상,,,,,18964,136-111,,이마트 미아점,대형마트,I,2025-12-15 16:15:28,서울특별시 성북구  도봉로  17 (길음동),정상영업,1,01,029441234,대규모점포,,,서울특별시 성북구 길음동 25번지 2호,2014-02-24 13:48:56
3070000,2008307013407500002,2008-10-27,,영업/정상,,,,,4382.65,,02797,종암우림카이저팰리스주상복합,그 밖의 대규모점포,I,2025-12-15 16:15:28,"서울특별시 성북구 종암로 132 (종암동, 종암우림카이저팰리스)",정상영업,1,01,0209413506,대규모점포,,,서울특별시 성북구 종암동 132번지,2016-03-10 13:18:37
3070000,2010307013407500001,2010-04-28,,영업/정상,,,,,10006,,02729,이마트 미아점,대형마트,I,2025-12-15 16:15:28,"서울특별시 성북구 도봉로 17, 신세계 이마트 미아점 (길음동)",정상영업,1,01,,대규모점포,202555.30089577     ,456503.066230481    ,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,2020-04-22 10:13:56
3070000,2010307013407500002,2010-05-19,,영업/정상,,,,,17817,,02751,홈플러스 월곡점,대형마트,I,2025-12-15 16:15:28,"서울특별시 성북구 화랑로 76, 코업스타클래스 (하월곡동)",정상영업,1,01,0236698000,대규모점포,203502.004139568    ,455500.568972657    ,서울특별시 성북구 하월곡동 46-73 코업스타클래스,2025-05-08 19:21:06
3070000,2010307013407500003,2010-06-30,,영업/정상,,,,,19201,136-735,,이마트 하월곡점,대형마트,I,2025-12-15 16:15:28,"서울특별시 성북구 종암로 167,  동 (하월곡동)",정상영업,1,01,029441051,대규모점포,,,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,2014-02-24 13:42:32
3070000,2011307018907500001,2011-09-02,,영업/정상,,,,,1202,,,GS더프레시 동소문점,구분없음,I,2025-12-15 16:15:28,"서울특별시 성북구 성북로4길 52 (돈암동, 한진아파트)",정상영업,1,01,,준대규모점포,,,,2025-05-13 15:57:29
3070000,2011307018907500002,2011-09-08,,영업/정상,,,,,331,136-062,,GS더프레시 성북돈암점,구분없음,I,2025-12-15 16:15:28,"서울특별시 성북구 북악산로 844 (돈암동, 돈암이수브라운스톤아파트)",정상영업,1,01,0232913333,준대규모점포,,,서울특별시 성북구 돈암2동 636번지,2025-05-13 15:57:03
3070000,2012307018907500001,2012-04-12,,영업/정상,,,,,202,136-720,,GS더프레시 길음뉴타운점,구분없음,I,2025-12-15 16:15:28,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트)",정상영업,1,01,0260531252,준대규모점포,,,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,2025-05-13 15:48:10
3070000,2012307018907500006,2012-04-25,,영업/정상,,,,,17056,136-051,,유타쇼핑몰,전문점,I,2025-12-15 16:15:28,서울특별시 성북구 동소문로 106 (동선동1가),정상영업,1,01,029259523,대규모점포,201447.418693099    ,454477.103343093    ,서울특별시 성북구 동선동1가 1번지 2호,2025-11-12 13:45:56
3070000,2012307018907500007,2012-05-14,,영업/정상,,,,,149.49,,02866,홈플러스익스프레스 삼선점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 성북구 삼선교로 6 (삼선동1가),정상영업,1,01,0236758549,준대규모점포,,,서울특별시 성북구 삼선동1가 21,2025-01-22 18:12:37
3070000,2012307018907500011,2012-05-21,,영업/정상,,,,,685.6,136-140,,롯데슈퍼 장위점,구분없음,I,2025-12-24 02:40:00,서울특별시 성북구 월계로40길 7 (장위동),정상영업,1,01,029155603,준대규모점포,204208.631200867    ,457844.348010616    ,서울특별시 성북구 장위동 316번지 3호,2025-12-22 15:04:18
3070000,2012307018907500012,2012-05-21,,영업/정상,,,,,257,136-854,,롯데슈퍼 정릉점,구분없음,I,2025-12-24 02:40:00,서울특별시 성북구 정릉로 307 (정릉동),정상영업,1,01,029145601,준대규모점포,,,서울특별시 성북구 정릉3동 1034번지,2025-12-22 14:59:47
3070000,2012307018907500013,2012-05-21,,영업/정상,,,,,215,136-087,,홈플러스익스프레스 보문점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 성북구 보문로 61 (보문동7가),정상영업,1,01,029218545,준대규모점포,201826.002331378    ,453162.376311852    ,서울특별시 성북구 보문동7가 25번지 1호,2025-01-22 18:10:30
3070000,2012307018907500014,2012-05-21,,영업/정상,,,,,189,136-732,,홈플러스익스프레스 길음점,그 밖의 대규모점포,I,2025-12-15 16:15:28,서울특별시 성북구 길음로13길 22 (길음동),정상영업,1,01,029428545,준대규모점포,,,서울특별시 성북구 길음동 1285번지 두산아파트상가,2025-01-22 18:10:14
3070000,2012307019707500002,2012-10-16,,영업/정상,,,,,14370,136-751,,동소문스카이상가,복합쇼핑몰,I,2025-12-15 16:15:28,서울특별시 성북구 성북로4길 52 (돈암동),정상영업,1,01,029266405,대규모점포,200841.726990037    ,454721.505180141    ,서울특별시 성북구 돈암동 609번지 1호,2025-01-22 18:09:57
3070000,2014307021607500001,2008-05-29,,영업/정상,,,,,10006,136-800,,이마트 미아점,대형마트,I,2025-12-15 16:15:28,서울특별시 성북구 도봉로 17 (길음동),정상영업,1,01,029441052,대규모점포,202555.30089577     ,456503.066230481    ,서울특별시 성북구 길음동 25번지 2호,2024-04-29 13:49:19
3070000,2014307021607500002,2012-02-24,,영업/정상,,,,,10745,136-735,,이마트 하월곡점,대형마트,I,2025-12-15 16:15:28,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)",정상영업,1,01,0269361251,대규모점포,,,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,2025-05-26 14:52:53
